Time,X,Y,Direction,Down,Teleport,Jump,Combat
64.56,53,74,none,False,False,False,True
64.716,53,74,none,False,False,False,True
64.872,53,74,none,False,False,False,True
65.027,53,74,none,False,False,False,True
65.183,53,74,none,False,False,False,True
65.338,53,74,none,False,False,False,True
65.494,53,74,none,False,False,False,True
65.649,53,74,none,False,False,False,True
65.804,53,74,none,False,False,False,True
65.96,53,74,none,False,False,False,True
66.115,53,74,none,False,False,False,True
66.271,53,74,none,False,False,False,True
66.426,53,74,none,False,False,False,True
66.582,53,74,none,False,False,False,True
66.737,53,74,none,False,False,False,True
66.893,53,74,none,False,False,False,True
67.049,53,74,none,False,False,False,True
67.204,53,74,none,False,False,False,True
67.359,53,74,none,False,False,False,True
67.515,53,74,none,False,False,False,True
67.67,53,74,none,False,False,False,True
67.826,53,74,none,False,False,False,True
67.982,53,74,none,False,False,False,True
68.137,53,74,none,False,False,False,True
68.292,53,74,none,False,False,False,True
68.448,53,74,left,False,False,False,True
68.603,41,69,none,False,False,False,True
68.759,41,69,none,False,False,False,True
68.915,41,69,none,False,False,False,True
69.07,41,69,none,False,False,False,True
69.226,41,69,none,False,False,False,True
69.381,41,69,none,False,False,False,True
69.537,41,69,none,False,False,False,True
69.692,41,69,none,False,False,False,True
69.848,41,69,none,False,False,False,True
70.003,41,69,none,False,False,False,True
70.159,41,69,none,False,False,False,True
70.314,41,69,none,False,False,False,True
70.469,41,69,none,False,False,False,True
70.625,41,69,none,False,False,False,True
70.781,41,69,none,False,False,False,True
70.936,41,69,none,False,False,False,True
71.091,41,69,none,False,False,False,True
71.247,41,69,none,False,False,False,True
71.403,41,69,none,False,False,False,True
71.558,41,69,none,False,False,False,True
71.714,41,69,none,False,False,False,True
71.869,41,69,none,False,False,False,True
72.024,41,69,none,False,False,False,True
72.18,41,69,none,False,False,False,True
72.335,41,69,none,False,False,False,True
72.491,41,69,none,False,False,False,True
72.647,41,69,none,False,False,False,True
72.802,41,69,none,False,False,False,True
72.958,41,69,none,False,False,False,True
73.113,41,69,none,False,False,False,True
73.27,41,69,none,False,False,False,True
73.424,41,69,none,False,False,False,True
73.58,41,69,none,False,False,False,True
73.735,41,69,none,False,False,False,True
73.89,41,69,none,False,False,False,True
74.046,41,69,none,False,False,False,True
74.202,41,69,none,False,False,False,True
74.358,41,69,none,False,False,False,True
74.513,41,69,none,False,False,False,True
74.668,41,69,none,False,False,False,True
74.824,41,69,none,False,False,False,True
74.979,41,69,none,False,False,False,True
75.135,41,69,none,False,False,False,True
75.29,41,69,none,False,False,False,True
75.446,41,69,none,False,False,False,True
75.601,41,69,none,False,False,False,True
75.757,41,58,none,False,False,False,True
75.912,41,58,none,False,False,False,True
76.068,41,58,none,False,False,False,True
76.223,41,58,none,False,False,False,True
76.379,41,58,none,False,False,False,True
76.534,41,58,none,False,False,False,True
76.69,41,58,none,False,False,False,True
76.845,41,58,none,True,True,False,True
77.001,41,69,none,False,False,False,True
77.156,41,69,none,False,False,False,True
77.312,41,69,none,False,False,False,True
77.467,41,69,none,False,False,False,True
77.623,41,69,none,False,False,False,True
77.779,41,69,none,False,False,False,True
77.934,41,69,none,False,False,False,True
78.089,41,69,none,False,False,False,True
78.245,41,69,none,False,False,False,True
78.4,41,69,none,False,False,False,True
78.556,41,69,none,False,False,False,True
78.711,41,69,none,False,False,False,True
78.867,41,69,none,False,False,False,True
79.022,41,69,none,False,False,False,True
79.178,41,69,none,False,False,False,True
79.333,41,69,none,False,False,False,True
79.489,41,69,none,False,False,False,True
79.644,41,69,none,False,False,False,True
79.8,41,69,none,False,False,False,True
79.956,41,69,none,False,False,False,True
80.111,41,69,none,False,False,False,True
80.266,41,69,none,False,False,False,True
80.422,41,69,none,False,False,False,True
80.577,41,69,none,False,False,False,True
80.733,41,69,none,False,False,False,True
80.889,41,69,none,False,False,False,True
81.044,41,69,none,False,False,False,True
81.2,41,69,none,False,False,False,True
81.355,41,69,none,False,False,False,True
81.51,41,69,none,False,False,False,True
81.666,41,69,none,False,False,False,True
81.821,41,69,none,False,False,False,True
81.978,41,69,none,False,False,False,True
82.133,41,69,none,False,False,False,True
82.288,41,69,none,False,False,False,True
82.443,41,69,none,False,False,False,True
82.599,41,69,none,False,False,False,True
82.755,41,69,none,True,False,False,True
82.911,41,69,none,False,True,False,True
83.065,41,82,none,False,False,False,True
83.221,41,82,none,False,False,False,True
83.376,41,82,none,False,False,False,True
83.532,41,82,none,False,False,False,True
83.688,53,83,none,False,True,False,True
83.843,53,83,none,False,False,False,True
83.999,53,83,none,False,False,False,True
84.154,53,83,none,False,True,False,True
84.309,53,83,none,False,False,False,True
84.466,53,83,none,False,False,False,True
84.621,53,83,none,False,False,False,True
84.776,53,83,none,False,False,False,True
84.932,53,83,none,False,False,False,True
85.087,53,83,none,False,False,False,False
85.242,53,83,none,False,False,False,False
85.398,53,83,none,False,False,False,True
85.554,53,83,none,False,False,False,True
85.709,53,83,none,False,False,False,False
85.865,53,83,none,False,False,False,False
86.02,54,82,none,False,False,False,False
86.175,58,82,none,False,False,False,False
86.331,60,83,left,False,False,False,False
86.486,60,83,left,False,False,False,False
